î[ïiî‘çÜ,å_ñÒî‘çÜ,î[ïiì˙,ã@äÌå^î‘
DLV-00120792,CTR-40877-A5-01080,2011-12-31,MCN000009
DLV-00120793,CTR-40877-A5-01080,2011-12-31,MCN000009
DLV-00120794,CTR-40877-A5-01080,2011-12-31,MCN000009
DLV-00120795,CTR-40877-A5-01080,2011-12-31,MCN000009
DLV-00120796,CTR-40877-A5-01080,2011-12-31,MCN000009
DLV-00120797,CTR-40877-A6-00017,2011-12-31,MCN000014
DLV-00120798,CTR-40877-A6-00024,2011-12-31,MCN000001
DLV-00120799,CTR-40877-A6-00024,2011-12-31,MCN000014
DLV-00120800,CTR-40877-A6-00024,2011-12-31,MCN000014
DLV-00120801,CTR-40877-A6-00108,2011-12-31,MCN000009
DLV-00120802,CTR-40877-A6-00124,2011-12-31,MCN000001
DLV-00120803,CTR-40877-A6-00124,2011-12-31,MCN000014
DLV-00120804,CTR-40877-A6-00124,2011-12-31,MCN000014
DLV-00120805,CTR-40877-A6-00124,2011-12-31,MCN000014
DLV-00120806,CTR-40877-A6-00124,2011-12-31,MCN000014
DLV-00120807,CTR-40877-A6-00130,2011-12-31,MCN000001
DLV-00120808,CTR-40877-A6-00253,2011-12-31,MCN000001
DLV-00120809,CTR-40877-A6-00253,2011-12-31,MCN000009
DLV-00120810,CTR-40877-A6-00253,2011-12-31,MCN000014
DLV-00120811,CTR-40877-A6-00259,2011-12-31,MCN000009
DLV-00120812,CTR-40877-A6-00302,2011-12-31,MCN000014
DLV-00120813,CTR-40877-A6-00302,2011-12-31,MCN000014
DLV-00120814,CTR-40877-A6-00302,2011-12-31,MCN000014
DLV-00120815,CTR-40877-A6-00397,2011-12-31,MCN000014
DLV-00120816,CTR-40877-A6-00397,2011-12-31,MCN000001
DLV-00120817,CTR-40877-A6-00587,2011-12-31,MCN000014
DLV-00120818,CTR-40877-A6-00587,2011-12-31,MCN000009
DLV-00120819,CTR-40877-A6-00587,2011-12-31,MCN000009
DLV-00120820,CTR-40877-A6-00587,2011-12-31,MCN000009
DLV-00120821,CTR-40877-A6-00587,2011-12-31,MCN000009
DLV-00120822,CTR-40877-A6-00587,2011-12-31,MCN000001
DLV-00120823,CTR-40877-A6-00684,2011-12-31,MCN000009
DLV-00120824,CTR-40877-A6-00684,2011-12-31,MCN000014
DLV-00120825,CTR-40877-A6-00775,2011-12-31,MCN000014
DLV-00120826,CTR-40877-A6-00775,2011-12-31,MCN000009
DLV-00120827,CTR-40877-A6-01115,2011-12-31,MCN000001
DLV-00120828,CTR-40877-A6-01115,2011-12-31,MCN000009
DLV-00120829,CTR-40877-A6-01115,2011-12-31,MCN000009
DLV-00120830,CTR-40877-A6-01115,2011-12-31,MCN000009
DLV-00120831,CTR-40877-A7-00020,2011-12-31,MCN000009
DLV-00120832,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120833,CTR-40877-A7-00020,2011-12-31,MCN000009
DLV-00120834,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120835,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120836,CTR-40877-A7-00020,2011-12-31,MCN000001
DLV-00120837,CTR-40877-A7-00020,2011-12-31,MCN000009
DLV-00120838,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120839,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120840,CTR-40877-A7-00020,2011-12-31,MCN000001
DLV-00120841,CTR-40877-A7-00020,2011-12-31,MCN000009
DLV-00120842,CTR-40877-A7-00020,2011-12-31,MCN000009
DLV-00120843,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120844,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120845,CTR-40877-A7-00020,2011-12-31,MCN000014
DLV-00120846,CTR-40877-A7-00020,2011-12-31,MCN000001
DLV-00120847,CTR-40877-A7-00020,2011-12-31,MCN000001
DLV-00120848,CTR-40877-A7-00060,2011-12-31,MCN000001
DLV-00120849,CTR-40877-A7-00104,2011-12-31,MCN000009
DLV-00120850,CTR-40877-A7-00262,2011-12-31,MCN000014
DLV-00120851,CTR-40877-A7-00262,2011-12-31,MCN000001
DLV-00120852,CTR-40877-A7-00442,2011-12-31,MCN000009
DLV-00120853,CTR-40877-A7-00442,2011-12-31,MCN000009
DLV-00120854,CTR-40877-A7-00442,2011-12-31,MCN000009
DLV-00120855,CTR-40877-A7-00442,2011-12-31,MCN000009
DLV-00120856,CTR-40877-A7-00578,2011-12-31,MCN000001
DLV-00120857,CTR-40877-A7-00578,2011-12-31,MCN000001
DLV-00120858,CTR-40877-A7-00962,2011-12-31,MCN000001
DLV-00120859,CTR-40877-A7-00962,2011-12-31,MCN000009
DLV-00120860,CTR-40877-A7-00962,2011-12-31,MCN000009
DLV-00120861,CTR-40877-A7-00962,2011-12-31,MCN000001
DLV-00120862,CTR-40877-A7-00962,2011-12-31,MCN000001
DLV-00120863,CTR-40877-A7-01085,2011-12-31,MCN000014
DLV-00120864,CTR-40877-A7-01097,2011-12-31,MCN000014
DLV-00120865,CTR-40877-A7-01108,2011-12-31,MCN000001
DLV-00120866,CTR-40877-A7-01108,2011-12-31,MCN000014
DLV-00120867,CTR-40877-A7-01108,2011-12-31,MCN000001
DLV-00120868,CTR-40877-A7-01108,2011-12-31,MCN000009
DLV-00120869,CTR-40877-A7-01108,2011-12-31,MCN000014
DLV-00120870,CTR-40877-A7-01108,2011-12-31,MCN000001
DLV-00120871,CTR-40877-A7-01108,2011-12-31,MCN000009
DLV-00120872,CTR-40877-A8-00006,2011-12-31,MCN000001
DLV-00120873,CTR-40877-A8-00006,2011-12-31,MCN000001
DLV-00120874,CTR-40877-A8-00006,2011-12-31,MCN000001
DLV-00120875,CTR-40877-A8-00006,2011-12-31,MCN000014
DLV-00120876,CTR-40877-A8-00017,2011-12-31,MCN000001
DLV-00120877,CTR-40877-A8-00017,2011-12-31,MCN000014
DLV-00120878,CTR-40877-A8-00317,2011-12-31,MCN000014
DLV-00120879,CTR-40877-A8-00317,2011-12-31,MCN000001
DLV-00120880,CTR-40877-A8-00521,2011-12-31,MCN000001
DLV-00120881,CTR-40877-A8-00521,2011-12-31,MCN000001
DLV-00120882,CTR-40877-A8-00587,2011-12-31,MCN000009
DLV-00120883,CTR-40877-A8-00617,2011-12-31,MCN000014
DLV-00120884,CTR-40877-A8-00640,2011-12-31,MCN000001
DLV-00120885,CTR-40877-A8-00640,2011-12-31,MCN000009
DLV-00120886,CTR-40877-A8-00640,2011-12-31,MCN000014
DLV-00120887,CTR-40877-A8-00640,2011-12-31,MCN000014
DLV-00120888,CTR-40877-A8-00640,2011-12-31,MCN000009
DLV-00120889,CTR-40877-A8-00640,2011-12-31,MCN000014
DLV-00120890,CTR-40877-A8-00640,2011-12-31,MCN000001
DLV-00120891,CTR-40877-A8-00640,2011-12-31,MCN000014
DLV-00120892,CTR-40877-A8-00646,2011-12-31,MCN000001
DLV-00120893,CTR-40877-A8-00646,2011-12-31,MCN000009
DLV-00120894,CTR-40877-A8-00646,2011-12-31,MCN000001
DLV-00120895,CTR-40877-A8-00646,2011-12-31,MCN000014
DLV-00120896,CTR-40877-A8-00815,2011-12-31,MCN000014
DLV-00120897,CTR-40877-A8-00883,2011-12-31,MCN000014
DLV-00120898,CTR-40877-A9-00124,2011-12-31,MCN000009
DLV-00120899,CTR-40877-A9-00195,2011-12-31,MCN000009
DLV-00120900,CTR-40877-A9-00195,2011-12-31,MCN000009
DLV-00120901,CTR-40877-A9-00195,2011-12-31,MCN000001
DLV-00120902,CTR-40877-A9-00195,2011-12-31,MCN000014
DLV-00120903,CTR-40877-A9-00455,2011-12-31,MCN000001
DLV-00120904,CTR-40877-A9-00455,2011-12-31,MCN000001
DLV-00120905,CTR-40877-A9-00455,2011-12-31,MCN000001
DLV-00120906,CTR-40877-A9-00455,2011-12-31,MCN000001
DLV-00120907,CTR-40877-A9-00455,2011-12-31,MCN000009
DLV-00120908,CTR-40877-A9-00455,2011-12-31,MCN000009
DLV-00120909,CTR-40877-A9-00455,2011-12-31,MCN000009
DLV-00120910,CTR-40877-A9-00455,2011-12-31,MCN000014
DLV-00120911,CTR-40877-A9-00455,2011-12-31,MCN000001
DLV-00120912,CTR-40877-A9-00499,2011-12-31,MCN000001
DLV-00120913,CTR-40877-A9-00499,2011-12-31,MCN000001
DLV-00120914,CTR-40877-A9-00611,2011-12-31,MCN000001
DLV-00120915,CTR-40877-A9-00700,2011-12-31,MCN000014
DLV-00120916,CTR-40877-A9-00700,2011-12-31,MCN000014
DLV-00120917,CTR-40877-A9-00700,2011-12-31,MCN000014
DLV-00120918,CTR-40877-A9-00700,2011-12-31,MCN000014
DLV-00120919,CTR-40877-A9-00700,2011-12-31,MCN000001
DLV-00120920,CTR-40877-A9-00997,2011-12-31,MCN000014
DLV-00120921,CTR-40877-M1-00317,2011-12-31,MCN000018
DLV-00120922,CTR-40877-R1-00291,2011-12-31,MCN000013
DLV-00120923,CTR-40877-R1-00295,2011-12-31,MCN000017
DLV-00120924,CTR-40877-R1-00317,2011-12-31,MCN000002
DLV-00120925,CTR-40877-R1-00317,2011-12-31,MCN000002
DLV-00120926,CTR-40877-R1-00381,2011-12-31,MCN000006
DLV-00120927,CTR-40877-R1-00617,2011-12-31,MCN000022
DLV-00120928,CTR-40877-R1-00739,2011-12-31,MCN000021
DLV-00120929,CTR-40877-R1-00782,2011-12-31,MCN000008
DLV-00120930,CTR-40877-R1-00981,2011-12-31,MCN000008
DLV-00120931,CTR-40877-R1-01080,2011-12-31,MCN000002
DLV-00120932,CTR-40877-R1-01080,2011-12-31,MCN000016
DLV-00120933,CTR-40877-R2-00137,2011-12-31,MCN000021
DLV-00120934,CTR-40877-R2-00279,2011-12-31,MCN000022
DLV-00120935,CTR-40877-R2-00413,2011-12-31,MCN000017
DLV-00120936,CTR-40877-R2-00413,2011-12-31,MCN000007
DLV-00120937,CTR-40877-R2-00427,2011-12-31,MCN000006
DLV-00120938,CTR-40877-R2-00563,2011-12-31,MCN000013
DLV-00120939,CTR-40877-R2-00563,2011-12-31,MCN000004
DLV-00120940,CTR-40877-R2-00755,2011-12-31,MCN000016
DLV-00120941,CTR-40877-R2-00784,2011-12-31,MCN000022
DLV-00120942,CTR-40877-R2-00980,2011-12-31,MCN000002
DLV-00120943,CTR-40877-R3-00275,2011-12-31,MCN000002
DLV-00120944,CTR-40877-R3-00566,2011-12-31,MCN000022
DLV-00120945,CTR-40877-R3-00790,2011-12-31,MCN000004
DLV-00120946,CTR-40877-R3-01000,2011-12-31,MCN000008
DLV-00120947,CTR-40877-R4-01015,2011-12-31,MCN000012
DLV-00120948,CTR-40877-R5-00275,2011-12-31,MCN000002
DLV-00120949,CTR-40877-R5-00275,2011-12-31,MCN000022
DLV-00120950,CTR-40877-R5-00452,2011-12-31,MCN000002
DLV-00120951,CTR-40877-R5-01015,2011-12-31,MCN000019
DLV-00120952,CTR-40877-R6-00136,2011-12-31,MCN000015
DLV-00120953,CTR-40877-R6-00136,2011-12-31,MCN000010
DLV-00120954,CTR-40877-R8-00755,2011-12-31,MCN000004
DLV-00120955,CTR-40908-A10-00002,2012-01-31,MCN000001
DLV-00120956,CTR-40908-A10-00002,2012-01-31,MCN000014
DLV-00120957,CTR-40908-A10-00033,2012-01-31,MCN000009
DLV-00120958,CTR-40908-A10-00033,2012-01-31,MCN000009
DLV-00120959,CTR-40908-A10-00033,2012-01-31,MCN000009
DLV-00120960,CTR-40908-A10-00127,2012-01-31,MCN000001
DLV-00120961,CTR-40908-A10-00127,2012-01-31,MCN000001
DLV-00120962,CTR-40908-A10-00127,2012-01-31,MCN000014
DLV-00120963,CTR-40908-A10-00225,2012-01-31,MCN000009
DLV-00120964,CTR-40908-A10-00282,2012-01-31,MCN000009
DLV-00120965,CTR-40908-A10-00282,2012-01-31,MCN000001
DLV-00120966,CTR-40908-A10-00282,2012-01-31,MCN000009
DLV-00120967,CTR-40908-A10-00282,2012-01-31,MCN000014
DLV-00120968,CTR-40908-A10-00512,2012-01-31,MCN000009
DLV-00120969,CTR-40908-A10-00512,2012-01-31,MCN000009
DLV-00120970,CTR-40908-A10-00566,2012-01-31,MCN000014
DLV-00120971,CTR-40908-A10-00566,2012-01-31,MCN000001
DLV-00120972,CTR-40908-A10-00566,2012-01-31,MCN000014
DLV-00120973,CTR-40908-A1-00061,2012-01-31,MCN000001
DLV-00120974,CTR-40908-A1-00061,2012-01-31,MCN000014
DLV-00120975,CTR-40908-A1-00061,2012-01-31,MCN000014
DLV-00120976,CTR-40908-A1-00061,2012-01-31,MCN000009
DLV-00120977,CTR-40908-A10-00763,2012-01-31,MCN000014
DLV-00120978,CTR-40908-A10-00875,2012-01-31,MCN000014
DLV-00120979,CTR-40908-A10-00951,2012-01-31,MCN000014
DLV-00120980,CTR-40908-A10-01126,2012-01-31,MCN000014
DLV-00120981,CTR-40908-A10-01126,2012-01-31,MCN000014
DLV-00120982,CTR-40908-A10-01126,2012-01-31,MCN000014
DLV-00120983,CTR-40908-A10-01126,2012-01-31,MCN000014
DLV-00120984,CTR-40908-A10-01126,2012-01-31,MCN000009
DLV-00120985,CTR-40908-A10-01132,2012-01-31,MCN000009
DLV-00120986,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120987,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120988,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120989,CTR-40908-A1-00124,2012-01-31,MCN000001
DLV-00120990,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120991,CTR-40908-A1-00124,2012-01-31,MCN000001
DLV-00120992,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120993,CTR-40908-A1-00124,2012-01-31,MCN000014
DLV-00120994,CTR-40908-A1-00137,2012-01-31,MCN000001
DLV-00120995,CTR-40908-A1-00137,2012-01-31,MCN000014
DLV-00120996,CTR-40908-A1-00312,2012-01-31,MCN000009
DLV-00120997,CTR-40908-A1-00312,2012-01-31,MCN000014
DLV-00120998,CTR-40908-A1-00330,2012-01-31,MCN000001
DLV-00120999,CTR-40908-A1-00330,2012-01-31,MCN000009
DLV-00121000,CTR-40908-A1-00330,2012-01-31,MCN000009
DLV-00121001,CTR-40908-A1-00330,2012-01-31,MCN000009
DLV-00121002,CTR-40908-A1-00381,2012-01-31,MCN000009
DLV-00121003,CTR-40908-A1-00381,2012-01-31,MCN000014
DLV-00121004,CTR-40908-A1-00381,2012-01-31,MCN000009
DLV-00121005,CTR-40908-A1-00381,2012-01-31,MCN000009
DLV-00121006,CTR-40908-A1-00489,2012-01-31,MCN000001
DLV-00121007,CTR-40908-A1-00515,2012-01-31,MCN000009
DLV-00121008,CTR-40908-A1-00515,2012-01-31,MCN000001
DLV-00121009,CTR-40908-A1-00547,2012-01-31,MCN000001
DLV-00121010,CTR-40908-A1-00552,2012-01-31,MCN000001
DLV-00121011,CTR-40908-A1-00564,2012-01-31,MCN000001
DLV-00121012,CTR-40908-A1-00564,2012-01-31,MCN000014
DLV-00121013,CTR-40908-A1-00657,2012-01-31,MCN000014
DLV-00121014,CTR-40908-A1-00792,2012-01-31,MCN000001
DLV-00121015,CTR-40908-A1-00792,2012-01-31,MCN000001
DLV-00121016,CTR-40908-A1-00792,2012-01-31,MCN000014
DLV-00121017,CTR-40908-A1-00792,2012-01-31,MCN000001
DLV-00121018,CTR-40908-A1-00900,2012-01-31,MCN000014
DLV-00121019,CTR-40908-A1-00900,2012-01-31,MCN000009
DLV-00121020,CTR-40908-A1-00900,2012-01-31,MCN000014
DLV-00121021,CTR-40908-A1-00900,2012-01-31,MCN000009
DLV-00121022,CTR-40908-A1-00900,2012-01-31,MCN000014
DLV-00121023,CTR-40908-A1-00902,2012-01-31,MCN000001
DLV-00121024,CTR-40908-A1-00902,2012-01-31,MCN000001
DLV-00121025,CTR-40908-A1-00902,2012-01-31,MCN000009
DLV-00121026,CTR-40908-A1-00940,2012-01-31,MCN000001
DLV-00121027,CTR-40908-A1-00940,2012-01-31,MCN000014
DLV-00121028,CTR-40908-A1-00940,2012-01-31,MCN000009
DLV-00121029,CTR-40908-A1-00940,2012-01-31,MCN000001
DLV-00121030,CTR-40908-A1-00940,2012-01-31,MCN000014
DLV-00121031,CTR-40908-A1-00940,2012-01-31,MCN000014
DLV-00121032,CTR-40908-A1-00940,2012-01-31,MCN000009
DLV-00121033,CTR-40908-A1-00955,2012-01-31,MCN000001
DLV-00121034,CTR-40908-A1-00955,2012-01-31,MCN000009
DLV-00121035,CTR-40908-A1-00955,2012-01-31,MCN000014
DLV-00121036,CTR-40908-A1-01000,2012-01-31,MCN000014
DLV-00121037,CTR-40908-A1-01039,2012-01-31,MCN000014
DLV-00121038,CTR-40908-A1-01039,2012-01-31,MCN000009
DLV-00121039,CTR-40908-A1-01039,2012-01-31,MCN000001
DLV-00121040,CTR-40908-A1-01047,2012-01-31,MCN000014
DLV-00121041,CTR-40908-A1-01047,2012-01-31,MCN000001
DLV-00121042,CTR-40908-A1-01047,2012-01-31,MCN000001
DLV-00121043,CTR-40908-A1-01047,2012-01-31,MCN000009
DLV-00121044,CTR-40908-A1-01047,2012-01-31,MCN000009
DLV-00121045,CTR-40908-A1-01054,2012-01-31,MCN000009
DLV-00121046,CTR-40908-A1-01054,2012-01-31,MCN000009
DLV-00121047,CTR-40908-A1-01054,2012-01-31,MCN000009
DLV-00121048,CTR-40908-A1-01054,2012-01-31,MCN000001
DLV-00121049,CTR-40908-A1-01054,2012-01-31,MCN000014
DLV-00121050,CTR-40908-A1-01054,2012-01-31,MCN000014
DLV-00121051,CTR-40908-A1-01054,2012-01-31,MCN000014
DLV-00121052,CTR-40908-A1-01132,2012-01-31,MCN000001
DLV-00121053,CTR-40908-A1-01132,2012-01-31,MCN000014
DLV-00121054,CTR-40908-A1-01132,2012-01-31,MCN000009
DLV-00121055,CTR-40908-A1-01134,2012-01-31,MCN000009
DLV-00121056,CTR-40908-A1-01134,2012-01-31,MCN000001
DLV-00121057,CTR-40908-A1-01134,2012-01-31,MCN000009
DLV-00121058,CTR-40908-A1-01134,2012-01-31,MCN000001
DLV-00121059,CTR-40908-A1-01134,2012-01-31,MCN000001
DLV-00121060,CTR-40908-A11-00038,2012-01-31,MCN000009
DLV-00121061,CTR-40908-A11-00186,2012-01-31,MCN000014
DLV-00121062,CTR-40908-A11-00275,2012-01-31,MCN000014
DLV-00121063,CTR-40908-A11-00564,2012-01-31,MCN000014
DLV-00121064,CTR-40908-A11-00564,2012-01-31,MCN000009
DLV-00121065,CTR-40908-A11-00564,2012-01-31,MCN000014
DLV-00121066,CTR-40908-A11-00564,2012-01-31,MCN000014
DLV-00121067,CTR-40908-A11-00950,2012-01-31,MCN000014
DLV-00121068,CTR-40908-A11-00950,2012-01-31,MCN000009
DLV-00121069,CTR-40908-A11-00951,2012-01-31,MCN000009
DLV-00121070,CTR-40908-A11-00951,2012-01-31,MCN000009
DLV-00121071,CTR-40908-A11-01151,2012-01-31,MCN000001
DLV-00121072,CTR-40908-A11-01151,2012-01-31,MCN000001
DLV-00121073,CTR-40908-A11-01151,2012-01-31,MCN000014
DLV-00121074,CTR-40908-A11-01151,2012-01-31,MCN000009
DLV-00121075,CTR-40908-A11-01151,2012-01-31,MCN000014
DLV-00121076,CTR-40908-A11-01151,2012-01-31,MCN000014
DLV-00121077,CTR-40908-A12-00131,2012-01-31,MCN000014
DLV-00121078,CTR-40908-A12-00131,2012-01-31,MCN000014
DLV-00121079,CTR-40908-A12-00132,2012-01-31,MCN000009
DLV-00121080,CTR-40908-A12-00238,2012-01-31,MCN000001
DLV-00121081,CTR-40908-A12-00238,2012-01-31,MCN000001
DLV-00121082,CTR-40908-A12-00455,2012-01-31,MCN000001
DLV-00121083,CTR-40908-A12-00455,2012-01-31,MCN000001
DLV-00121084,CTR-40908-A12-01053,2012-01-31,MCN000009
DLV-00121085,CTR-40908-A12-01053,2012-01-31,MCN000001
DLV-00121086,CTR-40908-A12-01053,2012-01-31,MCN000009
DLV-00121087,CTR-40908-A12-01053,2012-01-31,MCN000001
DLV-00121088,CTR-40908-A12-01085,2012-01-31,MCN000014
DLV-00121089,CTR-40908-A13-00132,2012-01-31,MCN000009
DLV-00121090,CTR-40908-A13-00372,2012-01-31,MCN000009
DLV-00121091,CTR-40908-A13-00372,2012-01-31,MCN000001
DLV-00121092,CTR-40908-A13-00372,2012-01-31,MCN000009
DLV-00121093,CTR-40908-A13-00372,2012-01-31,MCN000009
DLV-00121094,CTR-40908-A13-00372,2012-01-31,MCN000001
DLV-00121095,CTR-40908-A13-00372,2012-01-31,MCN000001
DLV-00121096,CTR-40908-A13-00372,2012-01-31,MCN000014
DLV-00121097,CTR-40908-A13-00372,2012-01-31,MCN000014
DLV-00121098,CTR-40908-A13-00372,2012-01-31,MCN000014
DLV-00121099,CTR-40908-A13-00561,2012-01-31,MCN000009
DLV-00121100,CTR-40908-A14-00154,2012-01-31,MCN000014
DLV-00121101,CTR-40908-A14-00154,2012-01-31,MCN000009
DLV-00121102,CTR-40908-A14-00286,2012-01-31,MCN000009
DLV-00121103,CTR-40908-A14-00286,2012-01-31,MCN000014
DLV-00121104,CTR-40908-A14-00286,2012-01-31,MCN000009
DLV-00121105,CTR-40908-A14-00286,2012-01-31,MCN000009
DLV-00121106,CTR-40908-A14-00286,2012-01-31,MCN000009
DLV-00121107,CTR-40908-A14-00989,2012-01-31,MCN000014
DLV-00121108,CTR-40908-A14-00989,2012-01-31,MCN000001
DLV-00121109,CTR-40908-A14-01002,2012-01-31,MCN000014
DLV-00121110,CTR-40908-A16-00482,2012-01-31,MCN000014
DLV-00121111,CTR-40908-A16-00755,2012-01-31,MCN000009
DLV-00121112,CTR-40908-A18-00482,2012-01-31,MCN000001
DLV-00121113,CTR-40908-A2-00010,2012-01-31,MCN000009
DLV-00121114,CTR-40908-A2-00027,2012-01-31,MCN000014
DLV-00121115,CTR-40908-A2-00027,2012-01-31,MCN000014
DLV-00121116,CTR-40908-A2-00027,2012-01-31,MCN000014
DLV-00121117,CTR-40908-A2-00027,2012-01-31,MCN000009
DLV-00121118,CTR-40908-A2-00027,2012-01-31,MCN000009
DLV-00121119,CTR-40908-A2-00061,2012-01-31,MCN000014
DLV-00121120,CTR-40908-A2-00061,2012-01-31,MCN000014
DLV-00121121,CTR-40908-A2-00061,2012-01-31,MCN000014
DLV-00121122,CTR-40908-A2-00076,2012-01-31,MCN000001
DLV-00121123,CTR-40908-A2-00076,2012-01-31,MCN000001
DLV-00121124,CTR-40908-A2-00076,2012-01-31,MCN000009
DLV-00121125,CTR-40908-A2-00076,2012-01-31,MCN000014
DLV-00121126,CTR-40908-A2-00169,2012-01-31,MCN000014
DLV-00121127,CTR-40908-A2-00335,2012-01-31,MCN000001
DLV-00121128,CTR-40908-A2-00335,2012-01-31,MCN000001
DLV-00121129,CTR-40908-A2-00335,2012-01-31,MCN000009
DLV-00121130,CTR-40908-A2-00350,2012-01-31,MCN000001
DLV-00121131,CTR-40908-A2-00350,2012-01-31,MCN000001
DLV-00121132,CTR-40908-A2-00350,2012-01-31,MCN000014
DLV-00121133,CTR-40908-A2-00350,2012-01-31,MCN000014
DLV-00121134,CTR-40908-A2-00350,2012-01-31,MCN000001
DLV-00121135,CTR-40908-A2-00384,2012-01-31,MCN000014
DLV-00121136,CTR-40908-A2-00427,2012-01-31,MCN000009
DLV-00121137,CTR-40908-A2-00427,2012-01-31,MCN000001
DLV-00121138,CTR-40908-A2-00515,2012-01-31,MCN000001
DLV-00121139,CTR-40908-A2-00515,2012-01-31,MCN000014
DLV-00121140,CTR-40908-A2-00515,2012-01-31,MCN000001
DLV-00121141,CTR-40908-A2-00515,2012-01-31,MCN000014
DLV-00121142,CTR-40908-A2-00515,2012-01-31,MCN000009
DLV-00121143,CTR-40908-A2-00515,2012-01-31,MCN000001
DLV-00121144,CTR-40908-A2-00531,2012-01-31,MCN000009
DLV-00121145,CTR-40908-A2-00551,2012-01-31,MCN000009
DLV-00121146,CTR-40908-A2-00551,2012-01-31,MCN000001
DLV-00121147,CTR-40908-A2-00551,2012-01-31,MCN000014
DLV-00121148,CTR-40908-A2-00551,2012-01-31,MCN000014
DLV-00121149,CTR-40908-A2-00551,2012-01-31,MCN000001
DLV-00121150,CTR-40908-A2-00564,2012-01-31,MCN000001
DLV-00121151,CTR-40908-A2-00568,2012-01-31,MCN000009
DLV-00121152,CTR-40908-A2-00611,2012-01-31,MCN000001
DLV-00121153,CTR-40908-A2-00611,2012-01-31,MCN000001
DLV-00121154,CTR-40908-A2-00611,2012-01-31,MCN000009
DLV-00121155,CTR-40908-A2-00611,2012-01-31,MCN000001
DLV-00121156,CTR-40908-A2-00630,2012-01-31,MCN000001
DLV-00121157,CTR-40908-A2-00630,2012-01-31,MCN000001
DLV-00121158,CTR-40908-A2-00630,2012-01-31,MCN000001
DLV-00121159,CTR-40908-A2-00729,2012-01-31,MCN000014
DLV-00121160,CTR-40908-A2-00733,2012-01-31,MCN000014
DLV-00121161,CTR-40908-A2-00733,2012-01-31,MCN000014
DLV-00121162,CTR-40908-A2-00733,2012-01-31,MCN000001
DLV-00121163,CTR-40908-A2-00733,2012-01-31,MCN000014
DLV-00121164,CTR-40908-A2-00821,2012-01-31,MCN000014
DLV-00121165,CTR-40908-A2-00821,2012-01-31,MCN000009
DLV-00121166,CTR-40908-A2-00844,2012-01-31,MCN000009
DLV-00121167,CTR-40908-A2-00844,2012-01-31,MCN000009
DLV-00121168,CTR-40908-A2-00844,2012-01-31,MCN000014
DLV-00121169,CTR-40908-A2-00853,2012-01-31,MCN000001
DLV-00121170,CTR-40908-A2-00853,2012-01-31,MCN000009
DLV-00121171,CTR-40908-A2-00863,2012-01-31,MCN000001
DLV-00121172,CTR-40908-A2-00863,2012-01-31,MCN000014
DLV-00121173,CTR-40908-A2-00863,2012-01-31,MCN000014
DLV-00121174,CTR-40908-A2-00863,2012-01-31,MCN000001
DLV-00121175,CTR-40908-A2-00863,2012-01-31,MCN000001
DLV-00121176,CTR-40908-A2-00863,2012-01-31,MCN000001
DLV-00121177,CTR-40908-A2-00863,2012-01-31,MCN000014
DLV-00121178,CTR-40908-A2-00863,2012-01-31,MCN000009
DLV-00121179,CTR-40908-A2-00866,2012-01-31,MCN000014
DLV-00121180,CTR-40908-A2-00866,2012-01-31,MCN000014
DLV-00121181,CTR-40908-A2-00866,2012-01-31,MCN000001
DLV-00121182,CTR-40908-A2-00866,2012-01-31,MCN000001
DLV-00121183,CTR-40908-A2-00866,2012-01-31,MCN000001
DLV-00121184,CTR-40908-A2-00866,2012-01-31,MCN000014
DLV-00121185,CTR-40908-A2-00990,2012-01-31,MCN000001
DLV-00121186,CTR-40908-A2-00990,2012-01-31,MCN000009
DLV-00121187,CTR-40908-A2-00990,2012-01-31,MCN000001
DLV-00121188,CTR-40908-A2-00990,2012-01-31,MCN000001
DLV-00121189,CTR-40908-A2-00990,2012-01-31,MCN000001
DLV-00121190,CTR-40908-A2-00990,2012-01-31,MCN000014
DLV-00121191,CTR-40908-A2-00990,2012-01-31,MCN000009
DLV-00121192,CTR-40908-A2-01039,2012-01-31,MCN000001
DLV-00121193,CTR-40908-A2-01042,2012-01-31,MCN000001
DLV-00121194,CTR-40908-A2-01059,2012-01-31,MCN000001
DLV-00121195,CTR-40908-A2-01059,2012-01-31,MCN000014
DLV-00121196,CTR-40908-A2-01059,2012-01-31,MCN000014
DLV-00121197,CTR-40908-A2-01059,2012-01-31,MCN000009
DLV-00121198,CTR-40908-A2-01059,2012-01-31,MCN000001
DLV-00121199,CTR-40908-A2-01059,2012-01-31,MCN000014
DLV-00121200,CTR-40908-A2-01059,2012-01-31,MCN000001
DLV-00121201,CTR-40908-A2-01059,2012-01-31,MCN000014
