契約番号	取引先番号	契約年月日	請求番号	請求金額	手数料額
CTR-40908-A3-00593	CUS00593	2011-12-31	IVC-40908-A3-00593	870000	50000
CTR-40908-A3-00608	CUS00608	2011-12-31	IVC-40908-A3-00608	180000	10000
CTR-40908-A3-00610	CUS00610	2011-12-31	IVC-40908-A3-00610	1170000	60000
CTR-40908-A3-00640	CUS00640	2011-12-31	IVC-40908-A3-00640	2210000	110000
CTR-40908-A3-00677	CUS00677	2011-12-31	IVC-40908-A3-00677	1150000	60000
CTR-40908-A3-00714	CUS00714	2011-12-31	IVC-40908-A3-00714	1170000	60000
CTR-40908-A3-00766	CUS00766	2011-12-31	IVC-40908-A3-00766	690000	40000
CTR-40908-A3-00774	CUS00774	2011-12-31	IVC-40908-A3-00774	1170000	60000
CTR-40908-A3-00792	CUS00792	2011-12-31	IVC-40908-A3-00792	970000	50000
CTR-40908-A3-00853	CUS00853	2011-12-31	IVC-40908-A3-00853	6950000	340000
CTR-40908-A3-00877	CUS00877	2011-12-31	IVC-40908-A3-00877	2710000	130000
CTR-40908-A3-00952	CUS00952	2011-12-31	IVC-40908-A3-00952	1370000	70000
CTR-40908-A3-01043	CUS01043	2011-12-31	IVC-40908-A3-01043	180000	10000
CTR-40908-A3-01066	CUS01066	2011-12-31	IVC-40908-A3-01066	1850000	90000
CTR-40908-A4-00003	CUS00003	2011-12-31	IVC-40908-A4-00003	1350000	70000
CTR-40908-A4-00006	CUS00006	2011-12-31	IVC-40908-A4-00006	1220000	60000
CTR-40908-A4-00060	CUS00060	2011-12-31	IVC-40908-A4-00060	490000	30000
CTR-40908-A4-00082	CUS00082	2011-12-31	IVC-40908-A4-00082	6440000	310000
CTR-40908-A4-00091	CUS00091	2011-12-31	IVC-40908-A4-00091	1850000	90000
CTR-40908-A4-00098	CUS00098	2011-12-31	IVC-40908-A4-00098	970000	50000
CTR-40908-A4-00122	CUS00122	2011-12-31	IVC-40908-A4-00122	490000	30000
CTR-40908-A4-00287	CUS00287	2011-12-31	IVC-40908-A4-00287	1170000	60000
CTR-40908-A4-00342	CUS00342	2011-12-31	IVC-40908-A4-00342	490000	30000
CTR-40908-A4-00384	CUS00384	2011-12-31	IVC-40908-A4-00384	1040000	50000
CTR-40908-A4-00413	CUS00413	2011-12-31	IVC-40908-A4-00413	970000	50000
CTR-40908-A4-00469	CUS00469	2011-12-31	IVC-40908-A4-00469	1370000	70000
CTR-40908-A4-00479	CUS00479	2011-12-31	IVC-40908-A4-00479	1850000	90000
CTR-40908-A4-00537	CUS00537	2011-12-31	IVC-40908-A4-00537	2140000	110000
CTR-40908-A4-00552	CUS00552	2011-12-31	IVC-40908-A4-00552	2510000	120000
CTR-40908-A4-00561	CUS00561	2011-12-31	IVC-40908-A4-00561	490000	30000
CTR-40908-A4-00705	CUS00705	2011-12-31	IVC-40908-A4-00705	3860000	190000
CTR-40908-A4-00744	CUS00744	2011-12-31	IVC-40908-A4-00744	1730000	90000
CTR-40908-A4-00766	CUS00766	2011-12-31	IVC-40908-A4-00766	870000	50000
CTR-40908-A4-00770	CUS00770	2011-12-31	IVC-40908-A4-00770	970000	50000
CTR-40908-A4-00782	CUS00782	2011-12-31	IVC-40908-A4-00782	2210000	110000
CTR-40908-A4-00792	CUS00792	2011-12-31	IVC-40908-A4-00792	1850000	90000
CTR-40908-A4-00815	CUS00815	2011-12-31	IVC-40908-A4-00815	1170000	60000
CTR-40908-A4-00868	CUS00868	2011-12-31	IVC-40908-A4-00868	490000	30000
CTR-40908-A4-00883	CUS00883	2011-12-31	IVC-40908-A4-00883	1150000	60000
CTR-40908-A4-00903	CUS00903	2011-12-31	IVC-40908-A4-00903	1330000	70000
CTR-40908-A4-01002	CUS01002	2011-12-31	IVC-40908-A4-01002	870000	50000
CTR-40908-A4-01097	CUS01097	2011-12-31	IVC-40908-A4-01097	180000	10000
CTR-40908-A4-01134	CUS01134	2011-12-31	IVC-40908-A4-01134	670000	40000
CTR-40908-A5-00016	CUS00016	2011-12-31	IVC-40908-A5-00016	690000	40000
CTR-40908-A5-00069	CUS00069	2011-12-31	IVC-40908-A5-00069	490000	30000
CTR-40908-A5-00169	CUS00169	2011-12-31	IVC-40908-A5-00169	5060000	250000
CTR-40908-A5-00215	CUS00215	2011-12-31	IVC-40908-A5-00215	1850000	90000
CTR-40908-A5-00254	CUS00254	2011-12-31	IVC-40908-A5-00254	870000	50000
CTR-40908-A5-00255	CUS00255	2011-12-31	IVC-40908-A5-00255	2690000	130000
CTR-40908-A5-00286	CUS00286	2011-12-31	IVC-40908-A5-00286	1370000	70000
CTR-40908-A5-00301	CUS00301	2011-12-31	IVC-40908-A5-00301	870000	50000
CTR-40908-A5-00302	CUS00302	2011-12-31	IVC-40908-A5-00302	2690000	130000
CTR-40908-A5-00342	CUS00342	2011-12-31	IVC-40908-A5-00342	870000	50000
CTR-40908-A5-00358	CUS00358	2011-12-31	IVC-40908-A5-00358	1830000	90000
CTR-40908-A5-00424	CUS00424	2011-12-31	IVC-40908-A5-00424	690000	40000
CTR-40908-A5-00437	CUS00437	2011-12-31	IVC-40908-A5-00437	3400000	170000
CTR-40908-A5-00490	CUS00490	2011-12-31	IVC-40908-A5-00490	1170000	60000
CTR-40908-A5-00684	CUS00684	2011-12-31	IVC-40908-A5-00684	490000	30000
CTR-40908-A5-00718	CUS00718	2011-12-31	IVC-40908-A5-00718	690000	40000
CTR-40908-A5-00844	CUS00844	2011-12-31	IVC-40908-A5-00844	870000	50000
CTR-40908-A5-00851	CUS00851	2011-12-31	IVC-40908-A5-00851	2030000	100000
CTR-40908-A5-00955	CUS00955	2011-12-31	IVC-40908-A5-00955	3570000	170000
CTR-40908-A5-01067	CUS01067	2011-12-31	IVC-40908-A5-01067	1170000	60000
CTR-40908-A5-01073	CUS01073	2011-12-31	IVC-40908-A5-01073	870000	50000
CTR-40908-A6-00061	CUS00061	2011-12-31	IVC-40908-A6-00061	1040000	50000
CTR-40908-A6-00148	CUS00148	2011-12-31	IVC-40908-A6-00148	1830000	90000
CTR-40908-A6-00212	CUS00212	2011-12-31	IVC-40908-A6-00212	4360000	210000
CTR-40908-A6-00254	CUS00254	2011-12-31	IVC-40908-A6-00254	2980000	150000
CTR-40908-A6-00286	CUS00286	2011-12-31	IVC-40908-A6-00286	1040000	50000
CTR-40908-A6-00342	CUS00342	2011-12-31	IVC-40908-A6-00342	2120000	110000
CTR-40908-A6-00576	CUS00576	2011-12-31	IVC-40908-A6-00576	360000	20000
CTR-40908-A6-00657	CUS00657	2011-12-31	IVC-40908-A6-00657	180000	10000
CTR-40908-A6-00664	CUS00664	2011-12-31	IVC-40908-A6-00664	2230000	110000
CTR-40908-A6-00705	CUS00705	2011-12-31	IVC-40908-A6-00705	1150000	60000
CTR-40908-A6-00784	CUS00784	2011-12-31	IVC-40908-A6-00784	360000	20000
CTR-40908-A6-00822	CUS00822	2011-12-31	IVC-40908-A6-00822	1850000	90000
CTR-40908-A6-00850	CUS00850	2011-12-31	IVC-40908-A6-00850	490000	30000
CTR-40908-A6-00903	CUS00903	2011-12-31	IVC-40908-A6-00903	490000	30000
CTR-40908-A6-00935	CUS00935	2011-12-31	IVC-40908-A6-00935	1550000	80000
CTR-40908-A6-00952	CUS00952	2011-12-31	IVC-40908-A6-00952	1730000	90000
CTR-40908-A6-01080	CUS01080	2011-12-31	IVC-40908-A6-01080	690000	40000
CTR-40908-A7-00317	CUS00317	2011-12-31	IVC-40908-A7-00317	670000	40000
CTR-40908-A7-00357	CUS00357	2011-12-31	IVC-40908-A7-00357	490000	30000
CTR-40908-A7-00407	CUS00407	2011-12-31	IVC-40908-A7-00407	1350000	70000
CTR-40908-A7-00564	CUS00564	2011-12-31	IVC-40908-A7-00564	2340000	120000
CTR-40908-A7-00576	CUS00576	2011-12-31	IVC-40908-A7-00576	1170000	60000
CTR-40908-A7-00592	CUS00592	2011-12-31	IVC-40908-A7-00592	490000	30000
CTR-40908-A7-00617	CUS00617	2011-12-31	IVC-40908-A7-00617	3680000	180000
CTR-40908-A7-00647	CUS00647	2011-12-31	IVC-40908-A7-00647	1550000	80000
CTR-40908-A7-00744	CUS00744	2011-12-31	IVC-40908-A7-00744	870000	50000
CTR-40908-A7-00775	CUS00775	2011-12-31	IVC-40908-A7-00775	490000	30000
CTR-40908-A7-00780	CUS00780	2011-12-31	IVC-40908-A7-00780	180000	10000
CTR-40908-A7-00810	CUS00810	2011-12-31	IVC-40908-A7-00810	4340000	210000
CTR-40908-A7-00821	CUS00821	2011-12-31	IVC-40908-A7-00821	1830000	90000
CTR-40908-A7-00853	CUS00853	2011-12-31	IVC-40908-A7-00853	1530000	80000
CTR-40908-A7-00868	CUS00868	2011-12-31	IVC-40908-A7-00868	180000	10000
CTR-40908-A7-00900	CUS00900	2011-12-31	IVC-40908-A7-00900	1370000	70000
CTR-40908-A7-00930	CUS00930	2011-12-31	IVC-40908-A7-00930	1530000	80000
CTR-40908-A7-00951	CUS00951	2011-12-31	IVC-40908-A7-00951	690000	40000
CTR-40908-A7-01002	CUS01002	2011-12-31	IVC-40908-A7-01002	180000	10000
CTR-40908-A7-01118	CUS01118	2011-12-31	IVC-40908-A7-01118	180000	10000
CTR-40908-A8-00024	CUS00024	2011-12-31	IVC-40908-A8-00024	3680000	180000
CTR-40908-A8-00124	CUS00124	2011-12-31	IVC-40908-A8-00124	1170000	60000
CTR-40908-A8-00201	CUS00201	2011-12-31	IVC-40908-A8-00201	870000	50000
CTR-40908-A8-00295	CUS00295	2011-12-31	IVC-40908-A8-00295	180000	10000
CTR-40908-A8-00302	CUS00302	2011-12-31	IVC-40908-A8-00302	180000	10000
CTR-40908-A8-00538	CUS00538	2011-12-31	IVC-40908-A8-00538	490000	30000
CTR-40908-A8-00700	CUS00700	2011-12-31	IVC-40908-A8-00700	670000	40000
CTR-40908-A8-00733	CUS00733	2011-12-31	IVC-40908-A8-00733	1850000	90000
CTR-40908-A8-00755	CUS00755	2011-12-31	IVC-40908-A8-00755	690000	40000
CTR-40908-A8-00774	CUS00774	2011-12-31	IVC-40908-A8-00774	690000	40000
CTR-40908-A8-00940	CUS00940	2011-12-31	IVC-40908-A8-00940	970000	50000
CTR-40908-A8-00951	CUS00951	2011-12-31	IVC-40908-A8-00951	870000	50000
CTR-40908-A8-01002	CUS01002	2011-12-31	IVC-40908-A8-01002	180000	10000
CTR-40908-A8-01015	CUS01015	2011-12-31	IVC-40908-A8-01015	180000	10000
CTR-40908-A8-01065	CUS01065	2011-12-31	IVC-40908-A8-01065	2340000	120000
CTR-40908-A8-01097	CUS01097	2011-12-31	IVC-40908-A8-01097	490000	30000
CTR-40908-A9-00002	CUS00002	2011-12-31	IVC-40908-A9-00002	490000	30000
CTR-40908-A9-00013	CUS00013	2011-12-31	IVC-40908-A9-00013	360000	20000
CTR-40908-A9-00256	CUS00256	2011-12-31	IVC-40908-A9-00256	2410000	120000
CTR-40908-A9-00275	CUS00275	2011-12-31	IVC-40908-A9-00275	180000	10000
CTR-40908-A9-00286	CUS00286	2011-12-31	IVC-40908-A9-00286	670000	40000
CTR-40908-A9-00648	CUS00648	2011-12-31	IVC-40908-A9-00648	1550000	80000
CTR-40908-A9-00681	CUS00681	2011-12-31	IVC-40908-A9-00681	180000	10000
CTR-40908-A9-00705	CUS00705	2011-12-31	IVC-40908-A9-00705	970000	50000
CTR-40908-A9-00844	CUS00844	2011-12-31	IVC-40908-A9-00844	690000	40000
CTR-40908-A9-00919	CUS00919	2011-12-31	IVC-40908-A9-00919	1330000	70000
CTR-40908-M1-00356	CUS00356	2011-12-31	IVC-40908-M1-00356	5750000	280000
CTR-40908-M1-00381	CUS00381	2011-12-31	IVC-40908-M1-00381	16260000	780000
CTR-40908-M2-00970	CUS00970	2011-12-31	IVC-40908-M2-00970	5750000	280000
CTR-40908-M3-01134	CUS01134	2011-12-31	IVC-40908-M3-01134	9800000	470000
CTR-40908-R1-00173	CUS00173	2011-12-31	IVC-40908-R1-00173	8260000	400000
CTR-40908-R1-00215	CUS00215	2011-12-31	IVC-40908-R1-00215	11490000	550000
CTR-40908-R1-00312	CUS00312	2011-12-31	IVC-40908-R1-00312	2780000	140000
CTR-40908-R1-00335	CUS00335	2011-12-31	IVC-40908-R1-00335	6700000	320000
CTR-40908-R1-00356	CUS00356	2011-12-31	IVC-40908-R1-00356	4080000	200000
CTR-40908-R1-00381	CUS00381	2011-12-31	IVC-40908-R1-00381	19260000	920000
CTR-40908-R1-00853	CUS00853	2011-12-31	IVC-40908-R1-00853	3210000	160000
CTR-40908-R1-00941	CUS00941	2011-12-31	IVC-40908-R1-00941	3030000	150000
CTR-40908-R1-01053	CUS01053	2011-12-31	IVC-40908-R1-01053	3420000	170000
CTR-40908-R1-01054	CUS01054	2011-12-31	IVC-40908-R1-01054	4190000	200000
CTR-40908-R1-01059	CUS01059	2011-12-31	IVC-40908-R1-01059	3030000	150000
CTR-40908-R1-01108	CUS01108	2011-12-31	IVC-40908-R1-01108	1520000	80000
CTR-40908-R2-00017	CUS00017	2011-12-31	IVC-40908-R2-00017	4080000	200000
CTR-40908-R2-00455	CUS00455	2011-12-31	IVC-40908-R2-00455	4080000	200000
CTR-40908-R2-00480	CUS00480	2011-12-31	IVC-40908-R2-00480	4040000	200000
CTR-40908-R2-00549	CUS00549	2011-12-31	IVC-40908-R2-00549	11030000	530000
CTR-40908-R2-00739	CUS00739	2011-12-31	IVC-40908-R2-00739	6700000	320000
CTR-40908-R2-00810	CUS00810	2011-12-31	IVC-40908-R2-00810	4080000	200000
CTR-40908-R2-00950	CUS00950	2011-12-31	IVC-40908-R2-00950	3040000	150000
CTR-40908-R2-01002	CUS01002	2011-12-31	IVC-40908-R2-01002	6700000	320000
CTR-40908-R3-00630	CUS00630	2011-12-31	IVC-40908-R3-00630	3420000	170000
CTR-40908-R3-00700	CUS00700	2011-12-31	IVC-40908-R3-00700	8220000	400000
CTR-40908-R3-00733	CUS00733	2011-12-31	IVC-40908-R3-00733	4080000	200000
CTR-40908-R3-00990	CUS00990	2011-12-31	IVC-40908-R3-00990	4930000	240000
CTR-40908-R4-00002	CUS00002	2011-12-31	IVC-40908-R4-00002	3030000	150000
CTR-40908-R4-00417	CUS00417	2011-12-31	IVC-40908-R4-00417	4040000	200000
CTR-40908-R4-00883	CUS00883	2011-12-31	IVC-40908-R4-00883	3210000	160000
CTR-40908-R6-00302	CUS00302	2011-12-31	IVC-40908-R6-00302	4080000	200000
CTR-40939-A10-00003	CUS00003	2012-01-31	IVC-40939-A10-00003	490000	30000
CTR-40939-A10-00060	CUS00060	2012-01-31	IVC-40939-A10-00060	690000	40000
CTR-40939-A1-00010	CUS00010	2012-01-31	IVC-40939-A1-00010	3000000	150000
CTR-40939-A10-00136	CUS00136	2012-01-31	IVC-40939-A10-00136	1330000	70000
CTR-40939-A1-00014	CUS00014	2012-01-31	IVC-40939-A1-00014	360000	20000
CTR-40939-A10-00148	CUS00148	2012-01-31	IVC-40939-A10-00148	690000	40000
CTR-40939-A1-00050	CUS00050	2012-01-31	IVC-40939-A1-00050	3380000	170000
CTR-40939-A10-00950	CUS00950	2012-01-31	IVC-40939-A10-00950	1830000	90000
CTR-40939-A10-00970	CUS00970	2012-01-31	IVC-40939-A10-00970	3880000	190000
CTR-40939-A10-01053	CUS01053	2012-01-31	IVC-40939-A10-01053	3250000	160000
CTR-40939-A10-01085	CUS01085	2012-01-31	IVC-40939-A10-01085	1040000	50000
CTR-40939-A1-00109	CUS00109	2012-01-31	IVC-40939-A1-00109	180000	10000
CTR-40939-A1-00141	CUS00141	2012-01-31	IVC-40939-A1-00141	3640000	180000
CTR-40939-A1-00152	CUS00152	2012-01-31	IVC-40939-A1-00152	3090000	150000
CTR-40939-A1-00154	CUS00154	2012-01-31	IVC-40939-A1-00154	490000	30000
CTR-40939-A1-00162	CUS00162	2012-01-31	IVC-40939-A1-00162	2820000	140000
CTR-40939-A1-00181	CUS00181	2012-01-31	IVC-40939-A1-00181	870000	50000
CTR-40939-A1-00195	CUS00195	2012-01-31	IVC-40939-A1-00195	1170000	60000
CTR-40939-A1-00259	CUS00259	2012-01-31	IVC-40939-A1-00259	670000	40000
CTR-40939-A1-00262	CUS00262	2012-01-31	IVC-40939-A1-00262	490000	30000
CTR-40939-A1-00275	CUS00275	2012-01-31	IVC-40939-A1-00275	2030000	100000
CTR-40939-A1-00279	CUS00279	2012-01-31	IVC-40939-A1-00279	1530000	80000
CTR-40939-A1-00301	CUS00301	2012-01-31	IVC-40939-A1-00301	1630000	80000
CTR-40939-A1-00304	CUS00304	2012-01-31	IVC-40939-A1-00304	4760000	230000
CTR-40939-A1-00358	CUS00358	2012-01-31	IVC-40939-A1-00358	1170000	60000
CTR-40939-A1-00400	CUS00400	2012-01-31	IVC-40939-A1-00400	2710000	130000
CTR-40939-A1-00439	CUS00439	2012-01-31	IVC-40939-A1-00439	1880000	90000
CTR-40939-A1-00490	CUS00490	2012-01-31	IVC-40939-A1-00490	540000	30000
CTR-40939-A1-00497	CUS00497	2012-01-31	IVC-40939-A1-00497	180000	10000
CTR-40939-A1-00513	CUS00513	2012-01-31	IVC-40939-A1-00513	1170000	60000
CTR-40939-A1-00528	CUS00528	2012-01-31	IVC-40939-A1-00528	2050000	100000
CTR-40939-A1-00531	CUS00531	2012-01-31	IVC-40939-A1-00531	690000	40000
CTR-40939-A1-00562	CUS00562	2012-01-31	IVC-40939-A1-00562	360000	20000
CTR-40939-A1-00563	CUS00563	2012-01-31	IVC-40939-A1-00563	1830000	90000
CTR-40939-A1-00578	CUS00578	2012-01-31	IVC-40939-A1-00578	3180000	160000
CTR-40939-A1-00619	CUS00619	2012-01-31	IVC-40939-A1-00619	180000	10000
CTR-40939-A1-00626	CUS00626	2012-01-31	IVC-40939-A1-00626	6060000	290000
CTR-40939-A1-00630	CUS00630	2012-01-31	IVC-40939-A1-00630	840000	40000
CTR-40939-A1-00669	CUS00669	2012-01-31	IVC-40939-A1-00669	1170000	60000
CTR-40939-A1-00684	CUS00684	2012-01-31	IVC-40939-A1-00684	1350000	70000
CTR-40939-A1-00718	CUS00718	2012-01-31	IVC-40939-A1-00718	180000	10000
CTR-40939-A1-00735	CUS00735	2012-01-31	IVC-40939-A1-00735	2490000	120000
CTR-40939-A1-00737	CUS00737	2012-01-31	IVC-40939-A1-00737	1170000	60000
CTR-40939-A1-00775	CUS00775	2012-01-31	IVC-40939-A1-00775	690000	40000
CTR-40939-A1-00780	CUS00780	2012-01-31	IVC-40939-A1-00780	690000	40000
CTR-40939-A1-00810	CUS00810	2012-01-31	IVC-40939-A1-00810	490000	30000
CTR-40939-A1-00821	CUS00821	2012-01-31	IVC-40939-A1-00821	180000	10000
CTR-40939-A1-00863	CUS00863	2012-01-31	IVC-40939-A1-00863	2210000	110000
CTR-40939-A1-00868	CUS00868	2012-01-31	IVC-40939-A1-00868	3410000	170000
CTR-40939-A1-00880	CUS00880	2012-01-31	IVC-40939-A1-00880	1170000	60000
CTR-40939-A1-00883	CUS00883	2012-01-31	IVC-40939-A1-00883	1510000	80000
CTR-40939-A1-00888	CUS00888	2012-01-31	IVC-40939-A1-00888	490000	30000
CTR-40939-A1-00891	CUS00891	2012-01-31	IVC-40939-A1-00891	690000	40000
CTR-40939-A1-00970	CUS00970	2012-01-31	IVC-40939-A1-00970	970000	50000
CTR-40939-A1-00990	CUS00990	2012-01-31	IVC-40939-A1-00990	4020000	200000
CTR-40939-A1-01041	CUS01041	2012-01-31	IVC-40939-A1-01041	690000	40000
CTR-40939-A1-01062	CUS01062	2012-01-31	IVC-40939-A1-01062	2370000	120000
CTR-40939-A1-01073	CUS01073	2012-01-31	IVC-40939-A1-01073	4570000	220000
CTR-40939-A1-01138	CUS01138	2012-01-31	IVC-40939-A1-01138	5040000	240000
CTR-40939-A11-00136	CUS00136	2012-01-31	IVC-40939-A11-00136	1710000	90000
CTR-40939-A11-00238	CUS00238	2012-01-31	IVC-40939-A11-00238	180000	10000
CTR-40939-A11-00302	CUS00302	2012-01-31	IVC-40939-A11-00302	1350000	70000
CTR-40939-A11-00648	CUS00648	2012-01-31	IVC-40939-A11-00648	180000	10000
CTR-40939-A11-01053	CUS01053	2012-01-31	IVC-40939-A11-01053	690000	40000
CTR-40939-A12-00422	CUS00422	2012-01-31	IVC-40939-A12-00422	490000	30000
CTR-40939-A12-00755	CUS00755	2012-01-31	IVC-40939-A12-00755	1170000	60000
CTR-40939-A12-00763	CUS00763	2012-01-31	IVC-40939-A12-00763	870000	50000
CTR-40939-A12-00840	CUS00840	2012-01-31	IVC-40939-A12-00840	1810000	90000
CTR-40939-A12-00970	CUS00970	2012-01-31	IVC-40939-A12-00970	360000	20000
CTR-40939-A13-00286	CUS00286	2012-01-31	IVC-40939-A13-00286	1810000	90000
CTR-40939-A13-00535	CUS00535	2012-01-31	IVC-40939-A13-00535	690000	40000
CTR-40939-A13-00755	CUS00755	2012-01-31	IVC-40939-A13-00755	690000	40000
CTR-40939-A14-00225	CUS00225	2012-01-31	IVC-40939-A14-00225	870000	50000
CTR-40939-A14-00951	CUS00951	2012-01-31	IVC-40939-A14-00951	490000	30000
CTR-40939-A15-00576	CUS00576	2012-01-31	IVC-40939-A15-00576	1850000	90000
CTR-40939-A15-00903	CUS00903	2012-01-31	IVC-40939-A15-00903	360000	20000
CTR-40939-A16-00951	CUS00951	2012-01-31	IVC-40939-A16-00951	490000	30000
CTR-40939-A16-01002	CUS01002	2012-01-31	IVC-40939-A16-01002	2030000	100000
CTR-40939-A2-00159	CUS00159	2012-01-31	IVC-40939-A2-00159	2690000	130000
CTR-40939-A2-00183	CUS00183	2012-01-31	IVC-40939-A2-00183	840000	40000
CTR-40939-A2-00254	CUS00254	2012-01-31	IVC-40939-A2-00254	1630000	80000
CTR-40939-A2-00259	CUS00259	2012-01-31	IVC-40939-A2-00259	180000	10000
CTR-40939-A2-00295	CUS00295	2012-01-31	IVC-40939-A2-00295	490000	30000
CTR-40939-A2-00417	CUS00417	2012-01-31	IVC-40939-A2-00417	490000	30000
CTR-40939-A2-00452	CUS00452	2012-01-31	IVC-40939-A2-00452	690000	40000
CTR-40939-A2-00470	CUS00470	2012-01-31	IVC-40939-A2-00470	2490000	120000
CTR-40939-A2-00497	CUS00497	2012-01-31	IVC-40939-A2-00497	180000	10000
CTR-40939-A2-00535	CUS00535	2012-01-31	IVC-40939-A2-00535	690000	40000
CTR-40939-A2-00547	CUS00547	2012-01-31	IVC-40939-A2-00547	1550000	80000
CTR-40939-A2-00549	CUS00549	2012-01-31	IVC-40939-A2-00549	360000	20000
CTR-40939-A2-00562	CUS00562	2012-01-31	IVC-40939-A2-00562	690000	40000
CTR-40939-A2-00613	CUS00613	2012-01-31	IVC-40939-A2-00613	6390000	310000
CTR-40939-A2-00718	CUS00718	2012-01-31	IVC-40939-A2-00718	690000	40000
CTR-40939-A2-00770	CUS00770	2012-01-31	IVC-40939-A2-00770	360000	20000
CTR-40939-A2-00774	CUS00774	2012-01-31	IVC-40939-A2-00774	4700000	230000
CTR-40939-A2-00780	CUS00780	2012-01-31	IVC-40939-A2-00780	180000	10000
CTR-40939-A2-00784	CUS00784	2012-01-31	IVC-40939-A2-00784	970000	50000
CTR-40939-A2-00850	CUS00850	2012-01-31	IVC-40939-A2-00850	2010000	100000
CTR-40939-A2-00891	CUS00891	2012-01-31	IVC-40939-A2-00891	360000	20000
CTR-40939-A2-00970	CUS00970	2012-01-31	IVC-40939-A2-00970	840000	40000
CTR-40939-A2-00989	CUS00989	2012-01-31	IVC-40939-A2-00989	840000	40000
CTR-40939-A2-01002	CUS01002	2012-01-31	IVC-40939-A2-01002	1650000	80000
CTR-40939-A2-01097	CUS01097	2012-01-31	IVC-40939-A2-01097	360000	20000
CTR-40939-A2-01108	CUS01108	2012-01-31	IVC-40939-A2-01108	490000	30000
CTR-40939-A2-01115	CUS01115	2012-01-31	IVC-40939-A2-01115	490000	30000
CTR-40939-A3-00038	CUS00038	2012-01-31	IVC-40939-A3-00038	3020000	150000
CTR-40939-A3-00069	CUS00069	2012-01-31	IVC-40939-A3-00069	1350000	70000
CTR-40939-A3-00091	CUS00091	2012-01-31	IVC-40939-A3-00091	690000	40000
CTR-40939-A3-00137	CUS00137	2012-01-31	IVC-40939-A3-00137	3480000	170000
CTR-40939-A3-00181	CUS00181	2012-01-31	IVC-40939-A3-00181	2710000	130000
CTR-40939-A3-00183	CUS00183	2012-01-31	IVC-40939-A3-00183	180000	10000
CTR-40939-A3-00186	CUS00186	2012-01-31	IVC-40939-A3-00186	690000	40000
CTR-40939-A3-00286	CUS00286	2012-01-31	IVC-40939-A3-00286	870000	50000
CTR-40939-A3-00353	CUS00353	2012-01-31	IVC-40939-A3-00353	2540000	130000
CTR-40939-A3-00356	CUS00356	2012-01-31	IVC-40939-A3-00356	690000	40000
CTR-40939-A3-00358	CUS00358	2012-01-31	IVC-40939-A3-00358	1150000	60000
CTR-40939-A3-00375	CUS00375	2012-01-31	IVC-40939-A3-00375	2030000	100000
CTR-40939-A3-00481	CUS00481	2012-01-31	IVC-40939-A3-00481	870000	50000
CTR-40939-A3-00626	CUS00626	2012-01-31	IVC-40939-A3-00626	1530000	80000
CTR-40939-A3-00737	CUS00737	2012-01-31	IVC-40939-A3-00737	1370000	70000
CTR-40939-A3-00822	CUS00822	2012-01-31	IVC-40939-A3-00822	1040000	50000
CTR-40939-A3-00863	CUS00863	2012-01-31	IVC-40939-A3-00863	2710000	130000
CTR-40939-A3-00868	CUS00868	2012-01-31	IVC-40939-A3-00868	2910000	140000
CTR-40939-A3-00875	CUS00875	2012-01-31	IVC-40939-A3-00875	1350000	70000
CTR-40939-A3-00878	CUS00878	2012-01-31	IVC-40939-A3-00878	870000	50000
CTR-40939-A3-00883	CUS00883	2012-01-31	IVC-40939-A3-00883	490000	30000
CTR-40939-A3-00888	CUS00888	2012-01-31	IVC-40939-A3-00888	180000	10000
CTR-40939-A3-00927	CUS00927	2012-01-31	IVC-40939-A3-00927	3680000	180000
CTR-40939-A3-00946	CUS00946	2012-01-31	IVC-40939-A3-00946	1850000	90000
CTR-40939-A3-00962	CUS00962	2012-01-31	IVC-40939-A3-00962	1170000	60000
CTR-40939-A3-00980	CUS00980	2012-01-31	IVC-40939-A3-00980	1330000	70000
CTR-40939-A3-00981	CUS00981	2012-01-31	IVC-40939-A3-00981	1350000	70000
CTR-40939-A3-01065	CUS01065	2012-01-31	IVC-40939-A3-01065	490000	30000
CTR-40939-A3-01073	CUS01073	2012-01-31	IVC-40939-A3-01073	2030000	100000
CTR-40939-A4-00038	CUS00038	2012-01-31	IVC-40939-A4-00038	690000	40000
CTR-40939-A4-00076	CUS00076	2012-01-31	IVC-40939-A4-00076	1150000	60000
CTR-40939-A4-00154	CUS00154	2012-01-31	IVC-40939-A4-00154	1150000	60000
CTR-40939-A4-00159	CUS00159	2012-01-31	IVC-40939-A4-00159	840000	40000
CTR-40939-A4-00201	CUS00201	2012-01-31	IVC-40939-A4-00201	3570000	170000
CTR-40939-A4-00254	CUS00254	2012-01-31	IVC-40939-A4-00254	870000	50000
CTR-40939-A4-00281	CUS00281	2012-01-31	IVC-40939-A4-00281	2230000	110000
CTR-40939-A4-00283	CUS00283	2012-01-31	IVC-40939-A4-00283	490000	30000
CTR-40939-A4-00350	CUS00350	2012-01-31	IVC-40939-A4-00350	490000	30000
CTR-40939-A4-00512	CUS00512	2012-01-31	IVC-40939-A4-00512	1830000	90000
CTR-40939-A4-00592	CUS00592	2012-01-31	IVC-40939-A4-00592	870000	50000
CTR-40939-A4-00593	CUS00593	2012-01-31	IVC-40939-A4-00593	2710000	130000
CTR-40939-A4-00604	CUS00604	2012-01-31	IVC-40939-A4-00604	4680000	230000
